Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hong Kong,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Macau,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Yunnan,Zhejiang
0,0,0,0,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,2,0,7,0,0,0,0,0
0,0,0,1,0,4,0,0,0,0,0,2,16,0,0,1,1,0,0,0,0,0,0,2,0,5,1,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
0,0,0,1,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
0,0,0,2,0,1,0,0,0,0,0,0,47,0,0,1,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,5,0,6,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,3,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0
0,0,0,2,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0
0,0,0,0,1,2,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0
0,0,0,0,2,4,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,0,1,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0
0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
0,0,0,1,0,2,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0
0,1,0,9,0,3,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,8,0
0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,10,0
0,2,0,1,0,0,0,0,0,0,0,0,7,0,0,1,2,0,0,0,0,0,0,4,0,3,0,3,1,0,0,15,1
0,0,0,0,0,2,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,15,0
0,1,0,1,0,1,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,1,0,0,0,1,0,0,1,0,9,0,0,0,0,0,11,0
0,1,0,1,0,4,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,8,0
0,1,0,2,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,1,0,0,0,1,1,4,1,0,0,0,0,1,1
0,1,0,0,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0
0,1,0,4,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,2,0
0,0,0,1,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2
0,0,0,1,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,1,0
0,0,0,0,0,4,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0
0,0,0,1,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,1,0
0,0,0,0,0,3,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,2,0,3,0,2,2,0,0,1,1
0,0,0,1,0,4,0,0,0,0,0,1,18,0,0,1,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,1,0
0,0,0,0,0,2,0,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0
0,0,0,2,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,1
0,0,0,0,0,1,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,2,0
0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0,2,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,3,2
0,0,1,0,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0
0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,3,0
0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1
0,0,1,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,11
0,0,0,1,0,2,0,0,1,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
0,0,0,1,0,7,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,1
0,0,0,1,0,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,3,0,6,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
0,0,0,2,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1
0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,1,1
0,0,1,2,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0
0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,1
0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0
2,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,1,3,0,1,0,0,0,0,0
0,0,0,0,0,5,0,0,0,0,0,1,3,0,0,1,0,0,0,4,0,0,0,1,0,2,0,1,0,0,0,3,0
2,0,0,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,3,1,0,0,0,0,6,0,1,0,0,0,0,8
0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,4,0,0,0,6,1,4,0,2,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,2,0,1,1,0,0,0,5
0,0,0,11,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0
0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0
1,1,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,1,0,0,1,1
0,0,0,1,1,3,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,2,0,3,0,3,1,0,0,0,0
2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,2,1,2,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,1
0,1,0,1,0,14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0
0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,2,0,0,0,0,1
0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0
0,0,0,1,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0
0,0,0,3,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0
0,1,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0
0,1,0,0,0,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,0,2,0,0,0,2,1
0,2,0,3,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,1,0,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,0,6,1,0,0,2,1
0,0,0,0,0,8,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,2,2
0,1,0,2,0,22,0,0,0,0,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0
0,2,0,1,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,7,0,1,0,0,0,1,1
0,1,0,3,0,11,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1
0,1,0,1,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,8,0,1,1,0,0,6,0
0,0,0,1,0,13,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,6,0,3,2,0,0,5,2
0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,0,4,0,0,0,2,0
0,1,0,1,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,1
0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
0,1,0,3,0,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0
0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,3
0,1,0,4,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,6,0,0,0,0,0,2,1
0,0,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,2
0,2,0,1,0,7,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0
0,0,0,7,0,7,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,4
0,0,0,1,0,3,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0
0,0,0,1,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0
0,1,0,0,1,6,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,6,0,5,1,0,0,2,1
0,0,0,4,0,4,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,5,1
0,1,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0
0,2,0,3,0,5,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0
2,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,4,1
0,0,0,2,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,2,0
0,0,0,5,0,8,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,1,0,3,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,1,0,4,0,6,0,0,0,4,0
0,0,0,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,4,0
0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0,8,0
0,0,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,11,0
0,0,0,1,0,5,0,0,0,0,0,1,1,25,0,0,1,0,0,0,0,0,0,2,0,4,0,1,2,0,0,15,0
0,0,0,2,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,2,0
0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,2,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,0,4,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,1,0,4,0,4,0,0,0,28,0
0,0,0,2,0,3,0,0,0,0,0,3,0,1,2,0,2,0,0,0,0,0,0,1,0,5,0,1,1,0,0,7,0
0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,5,0,1,1,0,0,11,0
0,0,0,1,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,2
0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,1,4,0,0,15,2
0,0,0,4,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,13,2
0,4,0,4,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,1,0,3,0,0,0,12,0
0,1,0,1,1,8,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,10,1
0,1,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,49,0
0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,8,0,0,0,0,0,0,5,0,1,0,13,0,0,0,1,0,0,8,0,4,0,6,0,0,0,30,0
0,0,0,0,0,14,0,0,0,0,0,0,1,1,0,0,12,0,0,0,0,0,0,2,0,3,0,2,1,0,0,13,0
0,0,0,4,0,5,0,0,0,0,0,1,2,1,0,0,12,0,0,0,0,0,0,0,0,2,0,4,1,0,0,5,0
0,0,0,4,1,6,0,0,0,0,0,1,2,0,2,2,2,0,0,1,2,0,0,0,0,4,0,1,1,0,0,7,0
0,1,0,5,0,8,0,0,0,0,0,2,3,0,0,2,39,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,4,0,1,0,0,0,19,0
0,1,0,3,1,3,0,0,0,0,0,0,1,1,0,0,48,0,0,2,0,0,0,1,1,1,0,5,1,0,0,18,0
0,1,0,3,0,3,0,0,0,0,0,1,1,0,0,0,20,0,1,0,0,0,0,0,0,0,0,4,0,0,0,16,0
0,1,2,3,0,9,0,0,0,0,0,0,2,0,2,0,18,0,0,1,0,0,0,0,1,7,0,1,0,0,0,21,0
0,0,0,3,0,1,0,0,0,0,0,0,2,0,6,0,19,0,0,1,0,0,0,0,0,8,0,1,3,0,0,9,2
0,0,0,1,0,2,0,0,1,0,0,14,0,1,4,2,30,0,0,0,0,1,0,0,1,5,0,1,3,0,0,10,1
0,6,0,4,0,2,0,0,0,0,0,2,3,2,7,3,43,0,0,0,0,0,0,3,3,2,0,2,0,0,0,17,0
0,1,0,2,0,6,0,0,0,0,0,2,3,3,6,0,47,0,0,0,0,0,0,2,1,4,0,3,3,0,0,10,0
0,0,0,5,0,2,0,0,0,0,0,3,4,9,15,0,38,0,0,1,4,0,0,0,6,2,1,1,1,0,0,10,2
0,3,0,3,0,2,0,0,0,0,0,3,2,1,9,0,40,0,0,0,0,0,0,0,4,9,0,0,0,0,0,11,0
0,0,0,0,0,13,0,0,1,0,0,1,6,6,9,1,61,0,0,0,0,0,0,2,8,8,0,2,1,0,0,11,0
0,0,0,0,0,3,0,0,0,0,0,4,2,9,9,0,54,0,0,0,0,0,0,0,0,9,0,2,5,0,0,11,1
0,0,0,0,0,3,0,0,0,0,0,24,7,6,6,0,38,0,0,0,0,0,0,0,0,6,0,2,0,0,0,11,0
0,3,0,0,0,8,0,0,0,0,0,41,2,3,12,1,38,0,0,0,0,0,0,1,0,8,0,1,0,0,0,8,1
0,0,0,3,0,8,0,0,0,0,0,37,2,15,6,0,50,0,0,0,0,0,0,1,0,9,0,3,0,0,0,11,0
0,1,0,0,0,2,0,0,0,0,0,7,4,14,5,0,54,0,0,0,0,0,0,0,1,4,0,3,1,0,0,7,12
0,0,0,1,0,5,3,0,0,0,0,3,1,10,7,0,38,0,0,0,0,0,0,0,0,5,0,1,0,0,0,8,0
0,0,0,0,0,9,7,0,0,0,0,31,5,4,2,0,26,0,0,1,0,0,0,1,1,5,0,2,0,0,0,10,0
0,0,0,11,0,3,0,0,0,0,0,4,5,4,3,0,18,0,0,1,0,0,0,1,4,5,0,4,2,0,0,6,0
0,0,0,1,0,13,0,0,0,0,0,5,2,0,1,0,18,0,0,0,0,0,0,0,3,6,0,0,3,0,0,3,0
0,2,0,4,0,5,0,0,0,0,1,6,1,0,1,0,6,0,0,1,0,0,0,0,5,2,1,0,1,0,0,11,5
0,0,0,0,0,9,2,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,1,1,7,0,1,0,0,0,15,0
0,2,0,2,0,1,0,0,0,0,0,0,3,1,0,0,6,0,0,0,0,0,0,0,0,5,0,0,3,0,0,8,0
0,1,0,4,0,10,0,0,0,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,6,0,1,11,0,0,7,1
0,2,0,2,0,9,0,0,0,0,1,2,5,0,0,0,3,0,0,2,0,0,0,0,0,2,0,1,1,0,0,8,0
0,2,0,1,0,4,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,2
0,1,0,0,0,6,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,12,0,1,1,0,0,7,0
0,2,0,0,0,5,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,0,0,3,1
0,0,0,2,0,8,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,9,0,2,1,0,0,4,7
0,0,0,0,0,3,0,0,0,0,0,1,7,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,1,0,0,7,0
0,0,0,1,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,10,1
0,0,0,0,0,8,0,0,0,0,1,2,3,1,0,0,1,0,0,1,0,0,0,0,0,8,0,1,1,0,0,8,0
0,0,0,1,0,3,0,0,0,0,0,1,17,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1,0,0,0,8,0
0,0,0,1,0,3,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,5,0,1,4,0,0,17,0
0,0,0,1,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,2,0,0,3,1
0,1,0,2,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,1,0,0,22,0
0,1,0,1,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,4,1
0,0,0,1,0,9,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,1
0,0,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,9,1
0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0,0,7,4
0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,1,2,0,0,9,0
0,0,0,1,0,7,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0
0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,22,1
0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0
0,0,0,2,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,17,1
0,0,0,1,0,5,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0
0,0,0,3,0,2,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,13,0
0,0,0,21,0,6,0,0,0,0,0,1,4,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,11,0
0,0,0,22,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,17,0
0,1,0,60,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,0,0,0,14,0
0,0,0,51,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,13,1
0,0,0,48,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,23,1
0,0,0,61,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1
0,0,0,31,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,9,0
0,0,0,43,0,2,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,9,0
0,0,0,29,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,9,2
0,0,0,44,0,3,0,0,0,0,2,0,5,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,2
0,0,0,15,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,14,0
0,0,0,20,0,2,0,0,0,0,8,0,1,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,5,0
0,0,0,16,0,1,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0
0,1,0,3,0,9,1,0,0,0,8,0,7,1,0,0,0,0,0,1,2,0,0,0,0,6,0,0,1,0,0,7,0
0,0,0,5,0,4,0,0,0,0,4,1,9,0,0,2,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,10,0
0,3,0,2,0,1,0,0,0,0,11,0,8,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,12,1
0,0,0,2,0,3,0,0,0,0,11,0,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11,0
0,0,0,5,0,1,0,0,0,0,8,0,13,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0,8,0
